"fornavn";"år";"Andel av fødte (prosent)"
"Inga";"1969";0.064
"Inga";"1970";0.058
"Inga";"1971";0.065
"Inga";"1972";0.065
"Inga";"1973";0.084
"Inga";"1974";0.078
"Inga";"1975";0.101
"Inga";"1976";0.120
"Inga";"1977";0.134
"Inga";"1978";0.093
"Inga";"1979";0.084
"Inga";"1980";0.163
"Inga";"1981";0.149
"Inga";"1982";0.133
"Inga";"1983";0.129
"Inga";"1984";0.132
"Inga";"1985";0.153
"Inga";"1986";0.137
"Inga";"1987";0.137
"Inga";"1988";0.112
"Inga";"1989";0.153
"Inga";"1990";0.143
"Inga";"1991";0.071
"Inga";"1992";0.133
"Inga";"1993";0.105
"Inga";"1994";0.079
"Inga";"1995";0.118
"Inga";"1996";0.101
"Inga";"1997";0.096
"Inga";"1998";0.104
"Inga";"1999";0.135
"Inga";"2000";0.144
"Inga";"2001";0.089
"Inga";"2002";0.067
"Inga";"2003";0.079
"Inga";"2004";0.092
"Inga";"2005";0.104
"Inga";"2006";0.050
"Inga";"2007";0.100
"Inga";"2008";0.097
"Inga";"2009";0.075
"Inga";"2010";0.046
"Inga";"2011";0.078
"Inga";"2012";0.079
"Inga";"2013";0.071
"Inga";"2014";0.098
"Inga";"2015";0.079
"Inga";"2016";0.046
"Inga";"2017";0.083
"Inga";"2018";0.104
"Inga";"2019";0.084
"Inga";"2020";0.069
"Ingebjørg";"1880";0.299
"Ingebjørg";"1881";0.307
"Ingebjørg";"1882";0.243
"Ingebjørg";"1883";0.328
"Ingebjørg";"1884";0.370
"Ingebjørg";"1885";0.268
"Ingebjørg";"1886";0.357
"Ingebjørg";"1887";0.353
"Ingebjørg";"1888";0.290
"Ingebjørg";"1889";0.321
"Ingebjørg";"1890";0.368
"Ingebjørg";"1891";0.293
"Ingebjørg";"1892";0.343
"Ingebjørg";"1893";0.288
"Ingebjørg";"1894";0.305
"Ingebjørg";"1895";0.326
"Ingebjørg";"1896";0.310
"Ingebjørg";"1897";0.308
"Ingebjørg";"1898";0.351
"Ingebjørg";"1899";0.412
"Ingebjørg";"1900";0.387
"Ingebjørg";"1901";0.393
"Ingebjørg";"1902";0.390
"Ingebjørg";"1903";0.381
"Ingebjørg";"1904";0.397
"Ingebjørg";"1905";0.503
"Ingebjørg";"1906";0.446
"Ingebjørg";"1907";0.457
"Ingebjørg";"1908";0.464
"Ingebjørg";"1909";0.441
"Ingebjørg";"1910";0.490
"Ingebjørg";"1911";0.474
"Ingebjørg";"1912";0.440
"Ingebjørg";"1913";0.468
"Ingebjørg";"1914";0.486
"Ingebjørg";"1915";0.461
"Ingebjørg";"1916";0.546
"Ingebjørg";"1917";0.463
"Ingebjørg";"1918";0.460
"Ingebjørg";"1919";0.541
"Ingebjørg";"1920";0.460
"Ingebjørg";"1921";0.459
"Ingebjørg";"1922";0.593
"Ingebjørg";"1923";0.563
"Ingebjørg";"1924";0.537
"Ingebjørg";"1925";0.549
"Ingebjørg";"1926";0.625
"Ingebjørg";"1927";0.617
"Ingebjørg";"1928";0.506
"Ingebjørg";"1929";0.487
"Ingebjørg";"1930";0.631
"Ingebjørg";"1931";0.547
"Ingebjørg";"1932";0.693
"Ingebjørg";"1933";0.539
"Ingebjørg";"1934";0.490
"Ingebjørg";"1935";0.517
"Ingebjørg";"1936";0.502
"Ingebjørg";"1937";0.475
"Ingebjørg";"1938";0.531
"Ingebjørg";"1939";0.384
"Ingebjørg";"1940";0.386
"Ingebjørg";"1941";0.405
"Ingebjørg";"1942";0.389
"Ingebjørg";"1943";0.318
"Ingebjørg";"1944";0.332
"Ingebjørg";"1945";0.364
"Ingebjørg";"1946";0.250
"Ingebjørg";"1947";0.279
"Ingebjørg";"1948";0.280
"Ingebjørg";"1949";0.240
"Ingebjørg";"1950";0.339
"Ingebjørg";"1951";0.265
"Ingebjørg";"1952";0.233
"Ingebjørg";"1953";0.200
"Ingebjørg";"1954";0.211
"Ingebjørg";"1955";0.171
"Ingebjørg";"1956";0.164
"Ingebjørg";"1957";0.182
"Ingebjørg";"1958";0.161
"Ingebjørg";"1959";0.133
"Ingebjørg";"1960";0.075
"Ingebjørg";"1961";0.149
"Ingebjørg";"1962";0.135
"Ingebjørg";"1963";0.131
"Ingebjørg";"1964";0.139
"Ingebjørg";"1965";0.101
"Ingebjørg";"1966";0.097
"Ingebjørg";"1967";0.098
"Ingebjørg";"1968";0.060
"Ingebjørg";"1969";0.059
"Ingebjørg";"1970";0.058
"Ingebjørg";"1971";0.055
"Ingebjørg";"1972";0.052
"Ingebjørg";"1973";0.049
"Ingebjørg";"1974";0.040
"Ingebjørg";"1975";0.076
"Ingebjørg";"1976";0.053
"Ingebjørg";"1977";0.039
"Ingebjørg";"1978";0.073
"Ingebjørg";"1979";0.043
"Ingebjørg";"1980";0.083
"Ingebjørg";"1981";0.063
"Ingebjørg";"1982";0.045
"Ingebjørg";"1983";0.089
"Ingebjørg";"1984";0.045
"Ingebjørg";"1985";0.039
"Ingebjørg";"1986";0.041
"Ingebjørg";"1987";0.038
"Ingebjørg";"1988";0.052
"Ingebjørg";"1989";0.041
"Ingebjørg";"1990";0.036
"Ingebjørg";"1991";0.042
"Ingebjørg";"1992";0.030
"Ingebjørg";"1993";0.036
"Ingebjørg";"1994";0.045
"Ingebjørg";"1995";0.032
"Ingebjørg";"1996";0.052
"Ingebjørg";"1997";0.036
"Ingebjørg";"1998";0.040
"Ingebjørg";"1999";0.037
"Ingebjørg";"2000";0.064
"Ingebjørg";"2001";0.038
"Ingebjørg";"2002";0.016
"Ingebjørg";"2003";0.025
"Ingebjørg";"2004";0.044
"Ingebjørg";"2005";0.044
"Ingebjørg";"2006";0.034
"Ingebjørg";"2007";0.034
"Ingebjørg";"2008";0.043
"Ingebjørg";"2009";0.012
"Ingebjørg";"2010";0.030
"Ingebjørg";"2011";0.035
"Ingebjørg";"2012";0.019
"Ingebjørg";"2013";0.019
"Ingebjørg";"2014";0.013
"Ingebjørg";"2015";0.016
"Ingebjørg";"2016";0.030
"Ingebjørg";"2017";0.035
"Ingebjørg";"2018";0.018
"Ingebjørg";"2019";0.018
"Ingebjørg";"2020";0.042
"Ingeborg";"1880";2.297
"Ingeborg";"1881";2.365
"Ingeborg";"1882";2.330
"Ingeborg";"1883";2.597
"Ingeborg";"1884";2.472
"Ingeborg";"1885";2.279
"Ingeborg";"1886";2.263
"Ingeborg";"1887";2.240
"Ingeborg";"1888";2.188
"Ingeborg";"1889";2.338
"Ingeborg";"1890";2.351
"Ingeborg";"1891";2.199
"Ingeborg";"1892";1.958
"Ingeborg";"1893";2.127
"Ingeborg";"1894";2.132
"Ingeborg";"1895";2.065
"Ingeborg";"1896";1.832
"Ingeborg";"1897";2.140
"Ingeborg";"1898";2.144
"Ingeborg";"1899";2.449
"Ingeborg";"1900";2.225
"Ingeborg";"1901";2.313
"Ingeborg";"1902";2.328
"Ingeborg";"1903";2.356
"Ingeborg";"1904";2.361
"Ingeborg";"1905";2.283
"Ingeborg";"1906";2.234
"Ingeborg";"1907";2.031
"Ingeborg";"1908";1.974
"Ingeborg";"1909";2.058
"Ingeborg";"1910";1.896
"Ingeborg";"1911";1.905
"Ingeborg";"1912";1.818
"Ingeborg";"1913";1.704
"Ingeborg";"1914";1.475
"Ingeborg";"1915";1.681
"Ingeborg";"1916";1.486
"Ingeborg";"1917";1.524
"Ingeborg";"1918";1.529
"Ingeborg";"1919";1.360
"Ingeborg";"1920";1.377
"Ingeborg";"1921";1.409
"Ingeborg";"1922";1.126
"Ingeborg";"1923";1.221
"Ingeborg";"1924";1.178
"Ingeborg";"1925";1.145
"Ingeborg";"1926";1.073
"Ingeborg";"1927";0.832
"Ingeborg";"1928";0.846
"Ingeborg";"1929";0.877
"Ingeborg";"1930";0.839
"Ingeborg";"1931";0.783
"Ingeborg";"1932";0.655
"Ingeborg";"1933";0.502
"Ingeborg";"1934";0.639
"Ingeborg";"1935";0.682
"Ingeborg";"1936";0.537
"Ingeborg";"1937";0.499
"Ingeborg";"1938";0.460
"Ingeborg";"1939";0.448
"Ingeborg";"1940";0.382
"Ingeborg";"1941";0.400
"Ingeborg";"1942";0.344
"Ingeborg";"1943";0.326
"Ingeborg";"1944";0.300
"Ingeborg";"1945";0.311
"Ingeborg";"1946";0.244
"Ingeborg";"1947";0.227
"Ingeborg";"1948";0.290
"Ingeborg";"1949";0.266
"Ingeborg";"1950";0.297
"Ingeborg";"1951";0.197
"Ingeborg";"1952";0.207
"Ingeborg";"1953";0.165
"Ingeborg";"1954";0.180
"Ingeborg";"1955";0.152
"Ingeborg";"1956";0.176
"Ingeborg";"1957";0.194
"Ingeborg";"1958";0.252
"Ingeborg";"1959";0.255
"Ingeborg";"1960";0.181
"Ingeborg";"1961";0.191
"Ingeborg";"1962";0.209
"Ingeborg";"1963";0.171
"Ingeborg";"1964";0.200
"Ingeborg";"1965";0.128
"Ingeborg";"1966";0.127
"Ingeborg";"1967";0.136
"Ingeborg";"1968";0.117
"Ingeborg";"1969";0.147
"Ingeborg";"1970";0.105
"Ingeborg";"1971";0.164
"Ingeborg";"1972";0.102
"Ingeborg";"1973";0.141
"Ingeborg";"1974";0.143
"Ingeborg";"1975";0.118
"Ingeborg";"1976";0.134
"Ingeborg";"1977";0.134
"Ingeborg";"1978";0.134
"Ingeborg";"1979";0.147
"Ingeborg";"1980";0.160
"Ingeborg";"1981";0.143
"Ingeborg";"1982";0.127
"Ingeborg";"1983";0.140
"Ingeborg";"1984";0.146
"Ingeborg";"1985";0.156
"Ingeborg";"1986";0.132
"Ingeborg";"1987";0.108
"Ingeborg";"1988";0.138
"Ingeborg";"1989";0.186
"Ingeborg";"1990";0.179
"Ingeborg";"1991";0.187
"Ingeborg";"1992";0.228
"Ingeborg";"1993";0.233
"Ingeborg";"1994";0.251
"Ingeborg";"1995";0.262
"Ingeborg";"1996";0.341
"Ingeborg";"1997";0.300
"Ingeborg";"1998";0.361
"Ingeborg";"1999";0.309
"Ingeborg";"2000";0.358
"Ingeborg";"2001";0.352
"Ingeborg";"2002";0.305
"Ingeborg";"2003";0.425
"Ingeborg";"2004";0.541
"Ingeborg";"2005";0.535
"Ingeborg";"2006";0.437
"Ingeborg";"2007";0.442
"Ingeborg";"2008";0.395
"Ingeborg";"2009";0.368
"Ingeborg";"2010";0.313
"Ingeborg";"2011";0.308
"Ingeborg";"2012";0.297
"Ingeborg";"2013";0.310
"Ingeborg";"2014";0.269
"Ingeborg";"2015";0.260
"Ingeborg";"2016";0.219
"Ingeborg";"2017";0.253
"Ingeborg";"2018";0.297
"Ingeborg";"2019";0.244
"Ingeborg";"2020";0.297
"Ingelin";"1880";0.000
"Ingelin";"1881";0.000
"Ingelin";"1882";0.000
"Ingelin";"1883";0.000
"Ingelin";"1884";0.000
"Ingelin";"1885";0.000
"Ingelin";"1886";0.000
"Ingelin";"1887";0.000
"Ingelin";"1888";0.000
"Ingelin";"1889";0.000
"Ingelin";"1890";0.000
"Ingelin";"1891";0.000
"Ingelin";"1892";0.000
"Ingelin";"1893";0.000
"Ingelin";"1894";0.000
"Ingelin";"1895";0.000
"Ingelin";"1896";0.000
"Ingelin";"1897";0.000
"Ingelin";"1898";0.000
"Ingelin";"1899";0.000
"Ingelin";"1900";0.000
"Ingelin";"1901";0.000
"Ingelin";"1902";0.000
"Ingelin";"1903";0.000
"Ingelin";"1904";0.000
"Ingelin";"1905";0.000
"Ingelin";"1906";0.000
"Ingelin";"1907";0.000
"Ingelin";"1908";0.000
"Ingelin";"1909";0.000
"Ingelin";"1910";0.000
"Ingelin";"1911";0.000
"Ingelin";"1912";0.000
"Ingelin";"1913";0.000
"Ingelin";"1914";0.000
"Ingelin";"1915";0.000
"Ingelin";"1916";0.000
"Ingelin";"1917";0.000
"Ingelin";"1918";0.000
"Ingelin";"1919";0.000
"Ingelin";"1920";0.000
"Ingelin";"1921";0.000
"Ingelin";"1922";0.000
"Ingelin";"1923";0.000
"Ingelin";"1924";0.000
"Ingelin";"1925";0.000
"Ingelin";"1926";0.000
"Ingelin";"1927";0.000
"Ingelin";"1928";0.000
"Ingelin";"1929";0.000
"Ingelin";"1930";0.000
"Ingelin";"1931";0.000
"Ingelin";"1932";0.000
"Ingelin";"1933";0.000
"Ingelin";"1934";0.000
"Ingelin";"1935";0.005
"Ingelin";"1936";0.010
"Ingelin";"1937";0.000
"Ingelin";"1938";0.000
"Ingelin";"1939";0.005
"Ingelin";"1940";0.004
"Ingelin";"1941";0.000
"Ingelin";"1942";0.000
"Ingelin";"1943";0.008
"Ingelin";"1944";0.010
"Ingelin";"1945";.
"Ingelin";"1946";.
"Ingelin";"1947";.
"Ingelin";"1948";.
"Ingelin";"1949";.
"Ingelin";"1950";.
"Ingelin";"1951";.
"Ingelin";"1952";.
"Ingelin";"1953";.
"Ingelin";"1954";.
"Ingelin";"1955";.
"Ingelin";"1956";.
"Ingelin";"1957";.
"Ingelin";"1958";.
"Ingelin";"1959";.
"Ingelin";"1960";0.018
"Ingelin";"1961";0.012
"Ingelin";"1962";0.012
"Ingelin";"1963";0.017
"Ingelin";"1964";0.019
"Ingelin";"1965";0.011
"Ingelin";"1966";.
"Ingelin";"1967";0.013
"Ingelin";"1968";0.026
"Ingelin";"1969";0.010
"Ingelin";"1970";.
"Ingelin";"1971";0.023
"Ingelin";"1972";0.016
"Ingelin";"1973";.
"Ingelin";"1974";0.022
"Ingelin";"1975";0.025
"Ingelin";"1976";0.020
"Ingelin";"1977";0.018
"Ingelin";"1978";0.026
"Ingelin";"1979";0.020
"Ingelin";"1980";0.020
"Ingelin";"1981";0.034
"Ingelin";"1982";0.025
"Ingelin";"1983";0.029
"Ingelin";"1984";0.014
"Ingelin";"1985";0.028
"Ingelin";"1986";0.019
"Ingelin";"1987";0.022
"Ingelin";"1988";0.021
"Ingelin";"1989";0.023
"Ingelin";"1990";0.036
"Ingelin";"1991";0.034
"Ingelin";"1992";0.043
"Ingelin";"1993";0.030
"Ingelin";"1994";0.025
"Ingelin";"1995";0.049
"Ingelin";"1996";0.038
"Ingelin";"1997";0.027
"Ingelin";"1998";0.031
"Ingelin";"1999";0.024
"Ingelin";"2000";0.024
"Ingelin";"2001";0.022
"Ingelin";"2002";0.016
"Ingelin";"2003";0.019
"Ingelin";"2004";0.025
"Ingelin";"2005";0.019
"Ingelin";"2006";0.019
"Ingelin";"2007";0.034
"Ingelin";"2008";.
"Ingelin";"2009";0.015
"Ingelin";"2010";0.021
"Ingelin";"2011";0.016
"Ingelin";"2012";0.016
"Ingelin";"2013";0.019
"Ingelin";"2014";0.020
"Ingelin";"2015";.
"Ingelin";"2016";0.020
"Ingelin";"2017";.
"Ingelin";"2018";.
"Ingelin";"2019";.
"Ingelin";"2020";.
"Inger";"1880";0.598
"Inger";"1881";0.540
"Inger";"1882";0.602
"Inger";"1883";0.527
"Inger";"1884";0.475
"Inger";"1885";0.555
"Inger";"1886";0.563
"Inger";"1887";0.414
"Inger";"1888";0.464
"Inger";"1889";0.450
"Inger";"1890";0.575
"Inger";"1891";0.412
"Inger";"1892";0.411
"Inger";"1893";0.300
"Inger";"1894";0.464
"Inger";"1895";0.452
"Inger";"1896";0.393
"Inger";"1897";0.356
"Inger";"1898";0.484
"Inger";"1899";0.317
"Inger";"1900";0.289
"Inger";"1901";0.407
"Inger";"1902";0.428
"Inger";"1903";0.432
"Inger";"1904";0.452
"Inger";"1905";0.485
"Inger";"1906";0.536
"Inger";"1907";0.550
"Inger";"1908";0.573
"Inger";"1909";0.613
"Inger";"1910";0.684
"Inger";"1911";0.707
"Inger";"1912";0.715
"Inger";"1913";0.817
"Inger";"1914";0.786
"Inger";"1915";0.909
"Inger";"1916";1.125
"Inger";"1917";1.065
"Inger";"1918";1.205
"Inger";"1919";1.368
"Inger";"1920";1.552
"Inger";"1921";1.627
"Inger";"1922";1.843
"Inger";"1923";1.918
"Inger";"1924";2.050
"Inger";"1925";2.083
"Inger";"1926";2.210
"Inger";"1927";2.125
"Inger";"1928";2.466
"Inger";"1929";2.583
"Inger";"1930";2.613
"Inger";"1931";2.419
"Inger";"1932";2.504
"Inger";"1933";2.776
"Inger";"1934";2.784
"Inger";"1935";2.859
"Inger";"1936";2.752
"Inger";"1937";3.167
"Inger";"1938";3.170
"Inger";"1939";2.918
"Inger";"1940";3.100
"Inger";"1941";3.232
"Inger";"1942";3.389
"Inger";"1943";3.526
"Inger";"1944";3.423
"Inger";"1945";3.534
"Inger";"1946";3.548
"Inger";"1947";3.349
"Inger";"1948";3.307
"Inger";"1949";3.213
"Inger";"1950";3.150
"Inger";"1951";3.236
"Inger";"1952";3.099
"Inger";"1953";2.851
"Inger";"1954";2.577
"Inger";"1955";2.488
"Inger";"1956";2.289
"Inger";"1957";2.390
"Inger";"1958";2.123
"Inger";"1959";2.065
"Inger";"1960";1.871
"Inger";"1961";1.849
"Inger";"1962";1.585
"Inger";"1963";1.606
"Inger";"1964";1.583
"Inger";"1965";1.436
"Inger";"1966";1.290
"Inger";"1967";1.200
"Inger";"1968";1.121
"Inger";"1969";0.989
"Inger";"1970";0.888
"Inger";"1971";0.871
"Inger";"1972";0.736
"Inger";"1973";0.693
"Inger";"1974";0.631
"Inger";"1975";0.599
"Inger";"1976";0.595
"Inger";"1977";0.475
"Inger";"1978";0.515
"Inger";"1979";0.491
"Inger";"1980";0.479
"Inger";"1981";0.427
"Inger";"1982";0.480
"Inger";"1983";0.377
"Inger";"1984";0.368
"Inger";"1985";0.343
"Inger";"1986";0.230
"Inger";"1987";0.307
"Inger";"1988";0.238
"Inger";"1989";0.238
"Inger";"1990";0.225
"Inger";"1991";0.210
"Inger";"1992";0.190
"Inger";"1993";0.194
"Inger";"1994";0.178
"Inger";"1995";0.228
"Inger";"1996";0.139
"Inger";"1997";0.183
"Inger";"1998";0.171
"Inger";"1999";0.122
"Inger";"2000";0.101
"Inger";"2001";0.130
"Inger";"2002";0.119
"Inger";"2003";0.130
"Inger";"2004";0.123
"Inger";"2005";0.104
"Inger";"2006";0.115
"Inger";"2007";0.065
"Inger";"2008";0.070
"Inger";"2009";0.078
"Inger";"2010";0.076
"Inger";"2011";0.066
"Inger";"2012";0.063
"Inger";"2013";0.042
"Inger";"2014";0.056
"Inger";"2015";0.082
"Inger";"2016";0.046
"Inger";"2017";0.073
"Inger";"2018";0.039
"Inger";"2019";0.055
"Inger";"2020";0.061
"Inger-Johanne";"1880";0.000
"Inger-Johanne";"1881";0.000
"Inger-Johanne";"1882";0.000
"Inger-Johanne";"1883";0.000
"Inger-Johanne";"1884";0.000
"Inger-Johanne";"1885";0.000
"Inger-Johanne";"1886";0.000
"Inger-Johanne";"1887";0.000
"Inger-Johanne";"1888";0.008
"Inger-Johanne";"1889";0.000
"Inger-Johanne";"1890";0.000
"Inger-Johanne";"1891";0.000
"Inger-Johanne";"1892";0.000
"Inger-Johanne";"1893";0.000
"Inger-Johanne";"1894";0.000
"Inger-Johanne";"1895";0.000
"Inger-Johanne";"1896";0.000
"Inger-Johanne";"1897";0.000
"Inger-Johanne";"1898";0.000
"Inger-Johanne";"1899";0.000
"Inger-Johanne";"1900";0.000
"Inger-Johanne";"1901";0.005
"Inger-Johanne";"1902";0.005
"Inger-Johanne";"1903";0.000
"Inger-Johanne";"1904";0.009
"Inger-Johanne";"1905";0.000
"Inger-Johanne";"1906";0.000
"Inger-Johanne";"1907";0.009
"Inger-Johanne";"1908";0.004
"Inger-Johanne";"1909";0.004
"Inger-Johanne";"1910";0.008
"Inger-Johanne";"1911";0.021
"Inger-Johanne";"1912";0.004
"Inger-Johanne";"1913";0.012
"Inger-Johanne";"1914";0.041
"Inger-Johanne";"1915";0.020
"Inger-Johanne";"1916";0.032
"Inger-Johanne";"1917";0.027
"Inger-Johanne";"1918";0.066
"Inger-Johanne";"1919";0.079
"Inger-Johanne";"1920";0.062
"Inger-Johanne";"1921";0.063
"Inger-Johanne";"1922";0.064
"Inger-Johanne";"1923";0.100
"Inger-Johanne";"1924";0.065
"Inger-Johanne";"1925";0.076
"Inger-Johanne";"1926";0.072
"Inger-Johanne";"1927";0.063
"Inger-Johanne";"1928";0.076
"Inger-Johanne";"1929";0.065
"Inger-Johanne";"1930";0.106
"Inger-Johanne";"1931";0.061
"Inger-Johanne";"1932";0.091
"Inger-Johanne";"1933";0.083
"Inger-Johanne";"1934";0.052
"Inger-Johanne";"1935";0.093
"Inger-Johanne";"1936";0.051
"Inger-Johanne";"1937";0.073
"Inger-Johanne";"1938";0.085
"Inger-Johanne";"1939";0.069
"Inger-Johanne";"1940";0.054
"Inger-Johanne";"1941";0.102
"Inger-Johanne";"1942";0.083
"Inger-Johanne";"1943";0.081
"Inger-Johanne";"1944";0.069
"Inger-Johanne";"1945";0.069
"Inger-Johanne";"1946";0.077
"Inger-Johanne";"1947";0.081
"Inger-Johanne";"1948";0.061
"Inger-Johanne";"1949";0.062
"Inger-Johanne";"1950";0.056
"Inger-Johanne";"1951";0.041
"Inger-Johanne";"1952";0.065
"Inger-Johanne";"1953";0.057
"Inger-Johanne";"1954";0.028
"Inger-Johanne";"1955";0.059
"Inger-Johanne";"1956";0.018
"Inger-Johanne";"1957";.
"Inger-Johanne";"1958";0.036
"Inger-Johanne";"1959";0.033
"Inger-Johanne";"1960";0.024
"Inger-Johanne";"1961";0.027
"Inger-Johanne";"1962";0.012
"Inger-Johanne";"1963";0.037
"Inger-Johanne";"1964";.
"Inger-Johanne";"1965";0.022
"Inger-Johanne";"1966";.
"Inger-Johanne";"1967";.
"Inger-Johanne";"1968";0.016
"Inger-Johanne";"1969";.
"Inger-Johanne";"1970";0.016
"Inger-Johanne";"1971";.
"Inger-Johanne";"1972";0.013
"Inger-Johanne";"1973";.
"Inger-Johanne";"1974";0.013
"Inger-Johanne";"1975";.
"Inger-Johanne";"1976";.
"Inger-Johanne";"1977";0.015
"Inger-Johanne";"1978";0.017
"Inger-Johanne";"1979";.
"Inger-Johanne";"1980";.
"Inger-Johanne";"1981";0.011
"Inger-Johanne";"1982";.
"Inger-Johanne";"1983";.
"Inger-Johanne";"1984";.
"Inger-Johanne";"1985";.
"Inger-Johanne";"1986";.
"Inger-Johanne";"1987";.
"Inger-Johanne";"1988";.
"Inger-Johanne";"1989";0.010
"Inger-Johanne";"1990";.
"Inger-Johanne";"1991";.
"Inger-Johanne";"1992";.
"Inger-Johanne";"1993";.
"Inger-Johanne";"1994";.
"Inger-Johanne";"1995";.
"Inger-Johanne";"1996";.
"Inger-Johanne";"1997";.
"Inger-Johanne";"1998";.
"Inger-Johanne";"1999";.
"Inger-Johanne";"2000";.
"Inger-Johanne";"2001";.
"Inger-Johanne";"2002";.
"Inger-Johanne";"2003";.
"Inger-Johanne";"2004";.
"Inger-Johanne";"2005";.
"Inger-Johanne";"2006";.
"Inger-Johanne";"2007";.
"Inger-Johanne";"2008";.
"Inger-Johanne";"2009";.
"Inger-Johanne";"2010";.
"Inger-Johanne";"2011";.
"Inger-Johanne";"2012";.
"Inger-Johanne";"2013";.
"Inger-Johanne";"2014";.
"Inger-Johanne";"2015";.
"Inger-Johanne";"2016";.
"Inger-Johanne";"2017";.
"Inger-Johanne";"2018";.
"Inger-Johanne";"2019";.
"Inger-Johanne";"2020";.
"Inger-Lise";"1880";0.000
"Inger-Lise";"1881";0.000
"Inger-Lise";"1882";0.000
"Inger-Lise";"1883";0.000
"Inger-Lise";"1884";0.000
"Inger-Lise";"1885";0.000
"Inger-Lise";"1886";0.000
"Inger-Lise";"1887";0.000
"Inger-Lise";"1888";0.000
"Inger-Lise";"1889";0.000
"Inger-Lise";"1890";0.000
"Inger-Lise";"1891";0.000
"Inger-Lise";"1892";0.000
"Inger-Lise";"1893";0.000
"Inger-Lise";"1894";0.000
"Inger-Lise";"1895";0.000
"Inger-Lise";"1896";0.000
"Inger-Lise";"1897";0.000
"Inger-Lise";"1898";0.000
"Inger-Lise";"1899";0.000
"Inger-Lise";"1900";0.000
"Inger-Lise";"1901";0.000
"Inger-Lise";"1902";0.000
"Inger-Lise";"1903";0.000
"Inger-Lise";"1904";0.000
"Inger-Lise";"1905";0.000
"Inger-Lise";"1906";0.000
"Inger-Lise";"1907";0.000
"Inger-Lise";"1908";0.000
"Inger-Lise";"1909";0.000
"Inger-Lise";"1910";0.000
"Inger-Lise";"1911";0.000
"Inger-Lise";"1912";0.000
"Inger-Lise";"1913";0.000
"Inger-Lise";"1914";0.000
"Inger-Lise";"1915";0.000
"Inger-Lise";"1916";0.004
"Inger-Lise";"1917";0.000
"Inger-Lise";"1918";0.000
"Inger-Lise";"1919";0.004
"Inger-Lise";"1920";0.003
"Inger-Lise";"1921";0.004
"Inger-Lise";"1922";0.008
"Inger-Lise";"1923";0.011
"Inger-Lise";"1924";0.004
"Inger-Lise";"1925";0.008
"Inger-Lise";"1926";0.008
"Inger-Lise";"1927";0.004
"Inger-Lise";"1928";0.022
"Inger-Lise";"1929";0.019
"Inger-Lise";"1930";0.023
"Inger-Lise";"1931";0.024
"Inger-Lise";"1932";0.043
"Inger-Lise";"1933";0.026
"Inger-Lise";"1934";0.036
"Inger-Lise";"1935";0.052
"Inger-Lise";"1936";0.035
"Inger-Lise";"1937";0.073
"Inger-Lise";"1938";0.117
"Inger-Lise";"1939";0.082
"Inger-Lise";"1940";0.108
"Inger-Lise";"1941";0.140
"Inger-Lise";"1942";0.157
"Inger-Lise";"1943";0.142
"Inger-Lise";"1944";0.159
"Inger-Lise";"1945";0.139
"Inger-Lise";"1946";0.170
"Inger-Lise";"1947";0.112
"Inger-Lise";"1948";0.174
"Inger-Lise";"1949";0.121
"Inger-Lise";"1950";0.135
"Inger-Lise";"1951";0.160
"Inger-Lise";"1952";0.120
"Inger-Lise";"1953";0.095
"Inger-Lise";"1954";0.098
"Inger-Lise";"1955";0.121
"Inger-Lise";"1956";0.121
"Inger-Lise";"1957";0.080
"Inger-Lise";"1958";0.073
"Inger-Lise";"1959";0.073
"Inger-Lise";"1960";0.087
"Inger-Lise";"1961";0.098
"Inger-Lise";"1962";0.079
"Inger-Lise";"1963";0.066
"Inger-Lise";"1964";0.075
"Inger-Lise";"1965";0.093
"Inger-Lise";"1966";0.078
"Inger-Lise";"1967";0.077
"Inger-Lise";"1968";0.091
"Inger-Lise";"1969";0.064
"Inger-Lise";"1970";0.061
"Inger-Lise";"1971";0.083
"Inger-Lise";"1972";0.029
"Inger-Lise";"1973";0.046
"Inger-Lise";"1974";0.040
"Inger-Lise";"1975";0.042
"Inger-Lise";"1976";0.035
"Inger-Lise";"1977";0.036
"Inger-Lise";"1978";0.047
"Inger-Lise";"1979";0.035
"Inger-Lise";"1980";0.037
"Inger-Lise";"1981";0.049
"Inger-Lise";"1982";0.031
"Inger-Lise";"1983";0.049
"Inger-Lise";"1984";0.025
"Inger-Lise";"1985";0.031
"Inger-Lise";"1986";0.027
"Inger-Lise";"1987";0.016
"Inger-Lise";"1988";0.024
"Inger-Lise";"1989";0.018
"Inger-Lise";"1990";0.033
"Inger-Lise";"1991";0.013
"Inger-Lise";"1992";0.014
"Inger-Lise";"1993";.
"Inger-Lise";"1994";.
"Inger-Lise";"1995";.
"Inger-Lise";"1996";.
"Inger-Lise";"1997";.
"Inger-Lise";"1998";.
"Inger-Lise";"1999";.
"Inger-Lise";"2000";.
"Inger-Lise";"2001";.
"Inger-Lise";"2002";.
"Inger-Lise";"2003";0.016
"Inger-Lise";"2004";.
"Inger-Lise";"2005";.
"Inger-Lise";"2006";.
"Inger-Lise";"2007";.
"Inger-Lise";"2008";.
"Inger-Lise";"2009";.
"Inger-Lise";"2010";.
"Inger-Lise";"2011";.
"Inger-Lise";"2012";.
"Inger-Lise";"2013";.
"Inger-Lise";"2014";.
"Inger-Lise";"2015";.
"Inger-Lise";"2016";.
"Inger-Lise";"2017";.
